"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"TRINITY_DN46183_c0_g1_i1",1.778994751,-0.807587056,3.541233436,0.059860931,0.164531419,"T1_vs_CTL","up"
"TRINITY_DN48967_c0_g1_i1",1.506834462,-0.725154052,3.538296028,0.059967037,0.164665922,"T1_vs_CTL","up"
"TRINITY_DN47573_c0_g1_i1",1.07585894,1.751574053,3.537559191,0.059993684,0.164712079,"T1_vs_CTL","up"
"TRINITY_DN16424_c0_g1_i1",1.127730013,1.219243932,3.527670284,0.060352534,0.165540238,"T1_vs_CTL","up"
"TRINITY_DN60423_c0_g1_i1",1.185408502,0.973486277,3.524931801,0.060452312,0.165744546,"T1_vs_CTL","up"
"TRINITY_DN38989_c0_g1_i1",1.492753824,-0.606766411,3.522749251,0.06053196,0.165848897,"T1_vs_CTL","up"
"TRINITY_DN41686_c0_g1_i1",1.096795946,1.229008096,3.522624072,0.060536532,0.165848897,"T1_vs_CTL","up"
"TRINITY_DN64663_c0_g1_i1",1.580221928,-0.95039024,3.519636858,0.060645734,0.166074802,"T1_vs_CTL","up"
"TRINITY_DN38938_c0_g1_i1",1.207781575,0.76547345,3.516108071,0.060775004,0.166332714,"T1_vs_CTL","up"
"TRINITY_DN46876_c0_g1_i1",1.359003123,0.03735277,3.515898935,0.060782675,0.166332714,"T1_vs_CTL","up"
"TRINITY_DN59549_c0_g1_i1",1.540762536,-0.655087351,3.513938224,0.060854638,0.166502427,"T1_vs_CTL","up"
"TRINITY_DN54955_c0_g1_i1",1.378797696,0.018313975,3.512958736,0.060890622,0.166573659,"T1_vs_CTL","up"
"TRINITY_DN46661_c0_g1_i1",1.633953655,-0.862772116,3.511548552,0.060942468,0.166688254,"T1_vs_CTL","up"
"TRINITY_DN6585_c0_g1_i1",1.24847127,0.498943308,3.510476626,0.060981909,0.166741651,"T1_vs_CTL","up"
"TRINITY_DN44863_c0_g1_i1",1.024831166,2.27189822,3.507200435,0.061102625,0.166935403,"T1_vs_CTL","up"
"TRINITY_DN59499_c0_g1_i5",1.185203811,0.888414966,3.504329387,0.061208622,0.167143165,"T1_vs_CTL","up"
"TRINITY_DN53565_c0_g2_i1",1.090571073,1.524967363,3.503892575,0.061224765,0.167159984,"T1_vs_CTL","up"
"TRINITY_DN49693_c0_g1_i1",1.221214658,0.506219516,3.503056494,0.061255678,0.167217115,"T1_vs_CTL","up"
"TRINITY_DN36682_c0_g1_i1",1.028804071,2.087739135,3.499295443,0.061394943,0.167540508,"T1_vs_CTL","up"
"TRINITY_DN33461_c0_g1_i1",1.268595797,0.482397295,3.49891544,0.061409033,0.167540508,"T1_vs_CTL","up"
"TRINITY_DN57572_c0_g1_i5",1.010594572,2.413237551,3.498694577,0.061417223,0.167540508,"T1_vs_CTL","up"
"TRINITY_DN30607_c0_g1_i1",1.102570155,1.55608498,3.498506986,0.061424181,0.167540508,"T1_vs_CTL","up"
"TRINITY_DN55049_c0_g1_i1",1.190506046,0.733083636,3.497742392,0.061452548,0.167590579,"T1_vs_CTL","up"
"TRINITY_DN65032_c7_g2_i3",1.051953396,1.718782294,3.495534852,0.061534528,0.167763996,"T1_vs_CTL","up"
"TRINITY_DN23934_c0_g1_i1",1.22832924,0.317264898,3.493913454,0.061594815,0.167846318,"T1_vs_CTL","up"
"TRINITY_DN58210_c0_g1_i1",1.158721192,1.211370133,3.493869488,0.061596451,0.167846318,"T1_vs_CTL","up"
"TRINITY_DN59009_c0_g1_i1",1.117515739,1.47843824,3.490801431,0.061710703,0.168020912,"T1_vs_CTL","up"
"TRINITY_DN62300_c3_g3_i2",1.310875909,0.228696877,3.490458655,0.061723482,0.168028379,"T1_vs_CTL","up"
"TRINITY_DN52325_c0_g1_i5",1.06741922,1.553647335,3.48178025,0.062047955,0.168719645,"T1_vs_CTL","up"
"TRINITY_DN49536_c0_g1_i1",1.022124365,2.288465031,3.480466467,0.062097233,0.168798811,"T1_vs_CTL","up"
"TRINITY_DN2347_c0_g1_i1",1.403473481,-0.20740836,3.477990327,0.062190224,0.168969283,"T1_vs_CTL","up"
"TRINITY_DN58936_c0_g1_i1",1.095751132,1.502042863,3.476165656,0.062258843,0.169025653,"T1_vs_CTL","up"
"TRINITY_DN61638_c0_g2_i1",1.387627334,-0.250498869,3.475495219,0.062284077,0.16903226,"T1_vs_CTL","up"
"TRINITY_DN10604_c0_g1_i1",1.526327334,-0.804022538,3.474247697,0.062331058,0.169116314,"T1_vs_CTL","up"
"TRINITY_DN47089_c0_g1_i1",1.456298818,-0.658121174,3.467583252,0.062582683,0.169705098,"T1_vs_CTL","up"
"TRINITY_DN64387_c2_g2_i4",1.31713015,0.029825906,3.464305807,0.062706824,0.169959145,"T1_vs_CTL","up"
"TRINITY_DN62035_c0_g1_i1",1.848983288,-1.529390899,3.463897847,0.062722294,0.16997356,"T1_vs_CTL","up"
"TRINITY_DN59267_c0_g2_i1",1.381052342,-0.113802547,3.459316201,0.062896321,0.170334875,"T1_vs_CTL","up"
"TRINITY_DN62548_c0_g3_i1",1.392765119,-0.18164252,3.457909075,0.062949871,0.170411327,"T1_vs_CTL","up"
"TRINITY_DN33823_c0_g1_i1",1.579938685,-1.305549475,3.452298054,0.063163892,0.170921266,"T1_vs_CTL","up"
"TRINITY_DN51953_c1_g1_i1",1.014152295,2.109494564,3.451286628,0.063202553,0.170998245,"T1_vs_CTL","up"
"TRINITY_DN40595_c0_g1_i1",1.090807127,1.460666802,3.450828165,0.063220086,0.171018044,"T1_vs_CTL","up"
"TRINITY_DN56892_c0_g1_i1",1.098344948,1.258900037,3.44769313,0.063340116,0.171121547,"T1_vs_CTL","up"
"TRINITY_DN58571_c0_g1_i4",1.391562438,-0.368065508,3.445891968,0.063409187,0.171225259,"T1_vs_CTL","up"
"TRINITY_DN50138_c0_g1_i1",1.028543569,1.88306463,3.440814646,0.063604324,0.171611719,"T1_vs_CTL","up"
"TRINITY_DN418_c0_g1_i1",1.113649577,1.266806186,3.437873478,0.063717655,0.171836497,"T1_vs_CTL","up"
"TRINITY_DN138978_c0_g1_i1",1.83696341,-0.991958053,3.432358636,0.063930737,0.172251799,"T1_vs_CTL","up"
"TRINITY_DN49886_c0_g1_i1",1.415195549,-0.460013808,3.431717573,0.063955555,0.172263018,"T1_vs_CTL","up"
"TRINITY_DN93807_c0_g1_i1",1.071816651,1.646763168,3.430004843,0.064021914,0.172333266,"T1_vs_CTL","up"
"TRINITY_DN51891_c0_g1_i1",1.305375512,-0.03981134,3.427152001,0.064132608,0.172566396,"T1_vs_CTL","up"
"TRINITY_DN51253_c0_g1_i1",1.328745366,-0.151610735,3.425235304,0.064207093,0.172711302,"T1_vs_CTL","up"
"TRINITY_DN57634_c0_g1_i1",1.005243011,2.22218984,3.421925104,0.064335948,0.172974538,"T1_vs_CTL","up"
"TRINITY_DN58872_c0_g1_i2",1.139375794,1.121828647,3.417189083,0.064520786,0.173332318,"T1_vs_CTL","up"
"TRINITY_DN61624_c0_g1_i1",1.117368963,1.463926909,3.413401111,0.064669032,0.173674836,"T1_vs_CTL","up"
"TRINITY_DN62972_c0_g1_i3",1.443069812,-0.522226086,3.410401392,0.064786686,0.173879239,"T1_vs_CTL","up"
"TRINITY_DN24603_c0_g1_i1",1.057728681,1.74390155,3.410127173,0.064797453,0.173880262,"T1_vs_CTL","up"
"TRINITY_DN45924_c0_g1_i3",1.067880059,1.540272501,3.406018268,0.064959011,0.174090564,"T1_vs_CTL","up"
"TRINITY_DN52764_c0_g1_i1",1.110521247,1.264552968,3.399307274,0.065223805,0.174688361,"T1_vs_CTL","up"
"TRINITY_DN56958_c1_g1_i1",1.100360434,1.104089509,3.398398921,0.065259734,0.174756633,"T1_vs_CTL","up"
"TRINITY_DN18631_c0_g1_i1",1.492915053,-0.382450622,3.397489238,0.065295737,0.174825081,"T1_vs_CTL","up"
"TRINITY_DN65305_c3_g1_i5",1.248842454,0.564979162,3.397127707,0.065310052,0.174835447,"T1_vs_CTL","up"
"TRINITY_DN62608_c0_g1_i2",1.049351537,1.897338277,3.393112517,0.065469253,0.175177599,"T1_vs_CTL","up"
"TRINITY_DN49401_c0_g1_i2",1.027751151,1.868668964,3.390974255,0.065554204,0.175348855,"T1_vs_CTL","up"
"TRINITY_DN56581_c1_g1_i1",1.044578444,1.757513628,3.389646751,0.065607004,0.175455728,"T1_vs_CTL","up"
"TRINITY_DN59459_c0_g1_i1",1.693625101,-0.901999696,3.387791665,0.065680863,0.175598822,"T1_vs_CTL","up"
"TRINITY_DN58443_c0_g1_i1",1.035839801,1.677344043,3.387065546,0.065709797,0.175624748,"T1_vs_CTL","up"
"TRINITY_DN60029_c1_g1_i1",1.196730111,0.74573407,3.38531325,0.065779678,0.175762636,"T1_vs_CTL","up"
"TRINITY_DN35667_c0_g1_i1",1.642742023,-1.107475635,3.382345692,0.065898205,0.175959768,"T1_vs_CTL","up"
"TRINITY_DN73164_c0_g1_i1",1.163016085,0.633254237,3.381796107,0.065920181,0.175990379,"T1_vs_CTL","up"
"TRINITY_DN44828_c0_g2_i1",1.091854199,1.218892289,3.380252988,0.065981926,0.176127138,"T1_vs_CTL","up"
"TRINITY_DN48709_c0_g1_i1",1.232161679,0.353882785,3.377815023,0.066079603,0.176359752,"T1_vs_CTL","up"
"TRINITY_DN38423_c0_g1_i1",1.273229142,0.306165142,3.374005037,0.06623256,0.176739803,"T1_vs_CTL","up"
"TRINITY_DN51676_c0_g1_i1",1.52853583,-0.849175299,3.370284545,0.066382289,0.176979332,"T1_vs_CTL","up"
"TRINITY_DN63162_c0_g2_i1",1.143428665,0.882681082,3.37003963,0.066392158,0.176979332,"T1_vs_CTL","up"
"TRINITY_DN49872_c1_g1_i1",1.369941041,-0.327236234,3.36987744,0.066398695,0.176979332,"T1_vs_CTL","up"
"TRINITY_DN53961_c0_g1_i1",1.55892126,-0.771005241,3.36981333,0.066401279,0.176979332,"T1_vs_CTL","up"
"TRINITY_DN33524_c0_g1_i1",1.044286358,1.670730361,3.366306976,0.066542764,0.177256794,"T1_vs_CTL","up"
"TRINITY_DN41617_c0_g1_i1",1.436363773,-0.722140689,3.363099863,0.066672456,0.177397916,"T1_vs_CTL","up"
"TRINITY_DN56769_c0_g1_i2",1.107271743,1.019615668,3.362439919,0.066699177,0.177397916,"T1_vs_CTL","up"
"TRINITY_DN54293_c0_g1_i1",1.012430667,2.058887368,3.362373164,0.066701881,0.177397916,"T1_vs_CTL","up"
"TRINITY_DN64024_c8_g1_i2",1.634684253,-1.114768336,3.36220606,0.066708649,0.177397916,"T1_vs_CTL","up"
"TRINITY_DN59182_c0_g1_i1",1.486424227,-0.700292029,3.352119024,0.06711856,0.178166947,"T1_vs_CTL","up"
"TRINITY_DN51471_c0_g1_i1",1.274647312,0.349859157,3.351067974,0.067161427,0.178211612,"T1_vs_CTL","up"
"TRINITY_DN65298_c12_g1_i1",1.124812444,1.011058842,3.350782548,0.067173073,0.178211612,"T1_vs_CTL","up"
"TRINITY_DN80425_c0_g1_i1",1.474949887,-1.062523442,3.3507337,0.067175066,0.178211612,"T1_vs_CTL","up"
"TRINITY_DN16802_c0_g1_i1",1.571250553,-1.105765088,3.345790808,0.067377096,0.178654948,"T1_vs_CTL","up"
"TRINITY_DN57197_c0_g1_i2",1.300120225,-0.042679739,3.344836992,0.067416156,0.178705355,"T1_vs_CTL","up"
"TRINITY_DN32458_c0_g1_i1",1.594522776,-0.489107351,3.344643885,0.067424067,0.178705355,"T1_vs_CTL","up"
"TRINITY_DN60845_c0_g2_i1",1.166259854,0.731958641,3.343591276,0.067467206,0.178752328,"T1_vs_CTL","up"
"TRINITY_DN39243_c0_g1_i1",1.73768588,-0.957234728,3.343273982,0.067480215,0.178758507,"T1_vs_CTL","up"
"TRINITY_DN46218_c0_g1_i1",1.396428166,0.059406705,3.341516396,0.067552327,0.178892923,"T1_vs_CTL","up"
"TRINITY_DN28548_c0_g1_i1",1.03110715,1.84710346,3.338156208,0.067690421,0.179173601,"T1_vs_CTL","up"
"TRINITY_DN49847_c0_g1_i1",1.136154043,1.036260342,3.33735187,0.067723522,0.17923288,"T1_vs_CTL","up"
"TRINITY_DN57417_c0_g1_i1",1.053817547,1.47262407,3.330296047,0.068014631,0.179804351,"T1_vs_CTL","up"
"TRINITY_DN59719_c0_g1_i1",1.062965729,1.474543103,3.329550612,0.068045464,0.179857462,"T1_vs_CTL","up"
"TRINITY_DN57329_c0_g1_i1",1.302900719,-0.05575063,3.329059301,0.068065794,0.179882799,"T1_vs_CTL","up"
"TRINITY_DN50796_c0_g1_i1",1.145759603,0.796848091,3.327672682,0.068123207,0.179927712,"T1_vs_CTL","up"
"TRINITY_DN29589_c0_g1_i1",1.313443598,0.089310293,3.327610624,0.068125778,0.179927712,"T1_vs_CTL","up"
"TRINITY_DN86180_c0_g1_i1",1.099514581,1.230276162,3.326017528,0.068191806,0.180045294,"T1_vs_CTL","up"
"TRINITY_DN110177_c0_g1_i1",1.133669196,1.325548903,3.325171599,0.068226894,0.180081139,"T1_vs_CTL","up"
"TRINITY_DN95175_c0_g1_i1",1.012095782,2.04780707,3.323199683,0.068308763,0.180115226,"T1_vs_CTL","up"
"TRINITY_DN64406_c0_g1_i1",1.306045094,0.022798609,3.323173803,0.068309838,0.180115226,"T1_vs_CTL","up"
"TRINITY_DN54775_c0_g1_i1",1.455813263,-0.912999543,3.322270143,0.068347391,0.180115226,"T1_vs_CTL","up"
"TRINITY_DN44041_c0_g1_i1",1.549770486,-0.756823817,3.306998358,0.068985391,0.181311368,"T1_vs_CTL","up"
"TRINITY_DN62543_c0_g2_i1",1.449183053,-0.413613489,3.305133053,0.069063752,0.181431875,"T1_vs_CTL","up"
"TRINITY_DN62754_c1_g1_i1",1.042537,1.667089139,3.303115765,0.069148605,0.181583699,"T1_vs_CTL","up"
"TRINITY_DN42626_c0_g1_i1",1.249813043,-0.037255971,3.302985627,0.069154083,0.181583699,"T1_vs_CTL","up"
"TRINITY_DN49815_c0_g2_i1",1.491189694,-0.912781573,3.295492071,0.06947029,0.182168212,"T1_vs_CTL","up"
"TRINITY_DN40086_c0_g2_i1",1.070899176,1.430957325,3.289360709,0.069730167,0.182638056,"T1_vs_CTL","up"
"TRINITY_DN45347_c0_g1_i2",1.801860592,-1.210030984,3.288405933,0.069770729,0.182702981,"T1_vs_CTL","up"
"TRINITY_DN24595_c0_g1_i1",1.095660136,1.240923681,3.288263532,0.06977678,0.182702981,"T1_vs_CTL","up"
"TRINITY_DN65032_c5_g2_i1",1.492168142,-0.675601298,3.285097105,0.069911493,0.18299847,"T1_vs_CTL","up"
"TRINITY_DN26088_c0_g1_i1",1.69029876,-1.351731637,3.277191287,0.070249055,0.183738427,"T1_vs_CTL","up"
"TRINITY_DN66591_c0_g1_i1",2.15749705,-1.023128457,3.270464287,0.070537658,0.18443565,"T1_vs_CTL","up"
"TRINITY_DN21088_c0_g1_i1",1.263057864,0.133127438,3.266570109,0.070705307,0.184728975,"T1_vs_CTL","up"
"TRINITY_DN31789_c0_g1_i1",1.499584905,-0.875768734,3.266059546,0.070727319,0.184728975,"T1_vs_CTL","up"
"TRINITY_DN59930_c0_g2_i1",1.289883195,-0.153314122,3.265809284,0.070738111,0.184728975,"T1_vs_CTL","up"
"TRINITY_DN57904_c0_g1_i1",1.381595397,-0.113048224,3.263976892,0.070817185,0.184848972,"T1_vs_CTL","up"
"TRINITY_DN56813_c0_g1_i1",1.448969588,-0.704556211,3.263198598,0.070850799,0.184907272,"T1_vs_CTL","up"
"TRINITY_DN60895_c0_g1_i1",1.316126581,0.033238298,3.261423072,0.070927548,0.184977001,"T1_vs_CTL","up"
"TRINITY_DN54895_c0_g1_i2",1.491214664,-0.703177958,3.261220394,0.070936315,0.184977001,"T1_vs_CTL","up"
"TRINITY_DN57686_c0_g1_i1",1.324679302,-0.246944864,3.258496402,0.071054251,0.185129962,"T1_vs_CTL","up"
"TRINITY_DN64306_c0_g1_i5",1.391494557,-0.276520023,3.258420784,0.071057528,0.185129962,"T1_vs_CTL","up"
"TRINITY_DN61085_c0_g1_i1",1.002345968,2.039288759,3.256855396,0.071125401,0.185249137,"T1_vs_CTL","up"
"TRINITY_DN39768_c0_g1_i1",2.399635002,-0.327398934,3.254742508,0.071217122,0.185459178,"T1_vs_CTL","up"
"TRINITY_DN44764_c0_g1_i1",1.098850622,1.333855048,3.247384135,0.071537542,0.186119896,"T1_vs_CTL","up"
"TRINITY_DN51444_c1_g1_i1",1.323976771,0.001781822,3.245685971,0.071611708,0.186283905,"T1_vs_CTL","up"
"TRINITY_DN37723_c0_g1_i1",1.829417814,-0.59800029,3.239847904,0.07186731,0.186731649,"T1_vs_CTL","up"
"TRINITY_DN61413_c1_g1_i1",1.228825049,0.36341117,3.239836876,0.071867793,0.186731649,"T1_vs_CTL","up"
"TRINITY_DN53030_c0_g2_i1",1.087802974,1.048814735,3.23833084,0.07193389,0.186860442,"T1_vs_CTL","up"
"TRINITY_DN37363_c0_g1_i1",1.012899346,1.779102543,3.236380513,0.072019581,0.186996252,"T1_vs_CTL","up"
"TRINITY_DN56806_c0_g1_i2",1.202315244,0.335627879,3.234169472,0.072116861,0.187187829,"T1_vs_CTL","up"
"TRINITY_DN16909_c0_g1_i1",1.545680352,-0.812076109,3.229979208,0.072301607,0.187524942,"T1_vs_CTL","up"
"TRINITY_DN51298_c0_g1_i1",1.124004591,0.855948292,3.227417964,0.07241478,0.187721359,"T1_vs_CTL","up"
"TRINITY_DN63295_c0_g1_i1",1.148225187,0.786578631,3.226996984,0.0724334,0.187721359,"T1_vs_CTL","up"
"TRINITY_DN65087_c6_g2_i8",1.146901046,0.96618646,3.225844021,0.072484422,0.187795449,"T1_vs_CTL","up"
"TRINITY_DN63007_c0_g1_i5",1.1923082,0.37650099,3.225172757,0.072514145,0.187814328,"T1_vs_CTL","up"
"TRINITY_DN37462_c0_g1_i1",1.412065964,-0.606280879,3.22110769,0.072694423,0.18810665,"T1_vs_CTL","up"
"TRINITY_DN141644_c0_g1_i1",1.856567216,-1.277169765,3.218600194,0.072805865,0.188365908,"T1_vs_CTL","up"
"TRINITY_DN45841_c3_g1_i1",1.04261328,1.628352064,3.216861494,0.072883247,0.188478733,"T1_vs_CTL","up"
"TRINITY_DN61311_c0_g1_i4",1.172718066,0.61956073,3.216163543,0.072914334,0.188530005,"T1_vs_CTL","up"
"TRINITY_DN41576_c0_g1_i1",1.431252476,-0.677109026,3.215848521,0.07292837,0.18853718,"T1_vs_CTL","up"
"TRINITY_DN56630_c0_g1_i1",1.316107663,0.246201082,3.213780322,0.073020593,0.188746451,"T1_vs_CTL","up"
"TRINITY_DN26268_c0_g1_i1",1.838478518,-1.415543804,3.211050474,0.07314251,0.189003227,"T1_vs_CTL","up"
"TRINITY_DN64705_c0_g2_i1",1.004749092,1.926423887,3.210389322,0.073172071,0.189016216,"T1_vs_CTL","up"
"TRINITY_DN56233_c0_g1_i1",1.270390607,0.11952561,3.210180565,0.073181407,0.189016216,"T1_vs_CTL","up"
"TRINITY_DN59987_c0_g1_i1",1.329560262,-0.125211744,3.209745471,0.07320087,0.189037323,"T1_vs_CTL","up"
"TRINITY_DN47189_c0_g1_i1",1.298200211,-0.08797347,3.203046332,0.073501243,0.18966674,"T1_vs_CTL","up"
"TRINITY_DN44849_c0_g1_i1",1.052780689,1.622567779,3.202118301,0.073542958,0.189745137,"T1_vs_CTL","up"
"TRINITY_DN2054_c0_g1_i2",1.461996361,-0.973953962,3.198221881,0.073718379,0.190080563,"T1_vs_CTL","up"
"TRINITY_DN63602_c4_g1_i1",1.382427295,-0.610811318,3.19726434,0.073761557,0.190133331,"T1_vs_CTL","up"
"TRINITY_DN63017_c11_g3_i1",1.225487692,0.275912071,3.196136089,0.073812468,0.190147458,"T1_vs_CTL","up"
"TRINITY_DN94469_c0_g1_i1",1.704698568,-1.287046245,3.193680641,0.073923397,0.190345357,"T1_vs_CTL","up"
"TRINITY_DN65222_c10_g1_i1",1.636179996,-0.957833618,3.191678892,0.074013962,0.190449178,"T1_vs_CTL","up"
"TRINITY_DN62428_c0_g2_i1",1.598686109,-0.778325301,3.191479307,0.074022998,0.190449178,"T1_vs_CTL","up"
"TRINITY_DN58356_c0_g1_i1",1.182425669,0.146025545,3.191281164,0.07403197,0.190449178,"T1_vs_CTL","up"
"TRINITY_DN55653_c0_g1_i1",1.418490166,-0.604390021,3.189437638,0.074115504,0.190605495,"T1_vs_CTL","up"
"TRINITY_DN42774_c0_g1_i1",1.202537557,0.414554819,3.187869903,0.074186621,0.190641966,"T1_vs_CTL","up"
"TRINITY_DN111006_c0_g1_i1",1.310623616,0.079858551,3.185137099,0.074310763,0.190931676,"T1_vs_CTL","up"
"TRINITY_DN45448_c1_g1_i3",1.109566716,1.107646619,3.184753636,0.074328201,0.190936969,"T1_vs_CTL","up"
"TRINITY_DN61597_c0_g1_i1",1.06901782,1.350691947,3.18267984,0.074422579,0.191072355,"T1_vs_CTL","up"
"TRINITY_DN42001_c0_g1_i2",1.030764699,1.62316559,3.181056182,0.074496562,0.191210035,"T1_vs_CTL","up"
"TRINITY_DN53405_c0_g1_i1",1.508754669,-0.66017719,3.17437091,0.074802012,0.191811195,"T1_vs_CTL","up"
"TRINITY_DN59208_c0_g1_i1",1.299330366,-0.078167813,3.173767189,0.074829662,0.191852712,"T1_vs_CTL","up"
"TRINITY_DN46235_c0_g1_i1",1.816696926,-1.182417168,3.168795657,0.075057774,0.192263524,"T1_vs_CTL","up"
"TRINITY_DN54417_c0_g1_i1",1.037818978,1.507942151,3.168523544,0.075070282,0.192263524,"T1_vs_CTL","up"
"TRINITY_DN44062_c1_g1_i1",1.335832161,-0.434429,3.168261477,0.075082329,0.192264967,"T1_vs_CTL","up"
"TRINITY_DN1294_c0_g1_i1",1.142791291,0.871192587,3.167481895,0.075118179,0.192327353,"T1_vs_CTL","up"
"TRINITY_DN43122_c0_g1_i1",1.619692361,-1.283392571,3.160584,0.075436193,0.192994001,"T1_vs_CTL","up"
"TRINITY_DN53615_c0_g1_i1",1.391638447,-0.311119778,3.153827974,0.075749068,0.193705652,"T1_vs_CTL","up"
"TRINITY_DN58189_c1_g1_i2",1.314531342,-0.128787203,3.149266889,0.075961084,0.194010749,"T1_vs_CTL","up"
"TRINITY_DN49849_c0_g1_i1",1.140716487,0.689912607,3.145180714,0.076151565,0.194350208,"T1_vs_CTL","up"
"TRINITY_DN64667_c1_g2_i1",1.273041795,0.113608839,3.141989979,0.076300661,0.194640511,"T1_vs_CTL","up"
"TRINITY_DN48773_c0_g1_i1",1.29780498,-0.089677435,3.141303054,0.076332801,0.194663176,"T1_vs_CTL","up"
"TRINITY_DN38050_c0_g1_i1",1.444613524,-0.655853554,3.140756565,0.07635838,0.194698752,"T1_vs_CTL","up"
"TRINITY_DN42787_c0_g1_i2",1.381495314,-0.465889477,3.137280327,0.076521307,0.19505477,"T1_vs_CTL","up"
"TRINITY_DN44489_c0_g1_i1",1.66801833,-1.183067562,3.135293562,0.076614593,0.195144,"T1_vs_CTL","up"
"TRINITY_DN49026_c0_g2_i1",1.175171091,0.407642167,3.132559654,0.076743159,0.195441734,"T1_vs_CTL","up"
"TRINITY_DN63090_c0_g2_i1",1.111280977,0.855419173,3.122172352,0.077233756,0.196481925,"T1_vs_CTL","up"
"TRINITY_DN63538_c0_g2_i1",1.0509167,1.228195614,3.117778216,0.077442308,0.196892806,"T1_vs_CTL","up"
"TRINITY_DN59769_c0_g3_i1",1.358663621,-0.079507049,3.109961912,0.07781478,0.197599734,"T1_vs_CTL","up"
"TRINITY_DN55999_c0_g1_i1",1.003983296,1.808521152,3.107861125,0.077915218,0.197704846,"T1_vs_CTL","up"
"TRINITY_DN6735_c0_g1_i1",1.111467227,1.245292241,3.105841293,0.078011917,0.197896437,"T1_vs_CTL","up"
"TRINITY_DN57722_c0_g1_i1",1.562984763,-1.057092304,3.094669402,0.078549106,0.199041793,"T1_vs_CTL","up"
"TRINITY_DN53874_c0_g1_i1",1.589643329,-1.120122269,3.090507106,0.078750263,0.199434535,"T1_vs_CTL","up"
"TRINITY_DN55299_c0_g1_i1",1.135035275,0.849811036,3.089984281,0.078775569,0.199464697,"T1_vs_CTL","up"
"TRINITY_DN63448_c3_g2_i1",1.381440171,-0.640912961,3.086927669,0.078923695,0.199651015,"T1_vs_CTL","up"
"TRINITY_DN64162_c0_g3_i1",1.509235798,-0.91471591,3.080114438,0.079254949,0.20019408,"T1_vs_CTL","up"
"TRINITY_DN49720_c0_g1_i1",1.242074727,-0.006812134,3.077045554,0.079404645,0.200481462,"T1_vs_CTL","up"
"TRINITY_DN726_c0_g1_i1",1.082258686,1.083561564,3.076267058,0.079442668,0.200516982,"T1_vs_CTL","up"
"TRINITY_DN64161_c0_g1_i9",1.249239502,0.070532585,3.073808646,0.079562868,0.200759839,"T1_vs_CTL","up"
"TRINITY_DN51078_c0_g1_i1",1.039737104,1.351521988,3.067698013,0.079862486,0.201333796,"T1_vs_CTL","up"
"TRINITY_DN65062_c0_g1_i1",1.000958406,1.662408288,3.051523899,0.080661425,0.20283851,"T1_vs_CTL","up"
"TRINITY_DN59870_c0_g1_i1",1.08733033,0.802156585,3.051250776,0.08067499,0.20283851,"T1_vs_CTL","up"
"TRINITY_DN46866_c0_g1_i1",1.345833112,-0.392617193,3.043853517,0.081043321,0.203635457,"T1_vs_CTL","up"
"TRINITY_DN43993_c1_g1_i1",1.655661697,-0.679568217,3.043614925,0.081055232,0.203635457,"T1_vs_CTL","up"
"TRINITY_DN69030_c0_g1_i1",1.803373531,-1.694345099,3.042586655,0.081106584,0.203733897,"T1_vs_CTL","up"
"TRINITY_DN60704_c0_g1_i3",1.19031089,0.358823057,3.039108142,0.081280562,0.20389559,"T1_vs_CTL","up"
"TRINITY_DN63431_c0_g2_i2",1.079207035,0.982313896,3.03355507,0.081559134,0.204441237,"T1_vs_CTL","up"
"TRINITY_DN62466_c0_g1_i1",1.240557185,0.528397098,3.03266118,0.081604073,0.204523261,"T1_vs_CTL","up"
"TRINITY_DN30977_c0_g1_i1",1.522738974,-0.435194629,3.032155775,0.081629493,0.204556349,"T1_vs_CTL","up"
"TRINITY_DN54614_c0_g1_i2",1.195303201,0.204107978,3.030428912,0.081716412,0.204743516,"T1_vs_CTL","up"
"TRINITY_DN47709_c0_g2_i1",1.030852946,1.13933118,3.026823087,0.081898229,0.205115181,"T1_vs_CTL","up"
"TRINITY_DN27542_c0_g1_i1",1.311220698,0.067625454,3.025163457,0.08198206,0.205255517,"T1_vs_CTL","up"
"TRINITY_DN65292_c1_g2_i1",1.096947305,0.717894902,3.022961358,0.082093434,0.205472906,"T1_vs_CTL","up"
"TRINITY_DN47888_c0_g1_i2",1.098258741,0.793866888,3.021050016,0.082190235,0.205653701,"T1_vs_CTL","up"
"TRINITY_DN57497_c0_g1_i1",1.29315856,0.28613099,3.019886368,0.082249229,0.205702121,"T1_vs_CTL","up"
"TRINITY_DN15308_c0_g1_i1",1.262753144,-0.242094941,3.013191994,0.082589506,0.206405958,"T1_vs_CTL","up"
"TRINITY_DN53384_c0_g1_i1",1.371399964,-0.383637355,3.004682239,0.083024255,0.207337721,"T1_vs_CTL","up"
"TRINITY_DN50545_c0_g1_i2",1.13179009,0.725554388,3.001896308,0.08316712,0.2076016,"T1_vs_CTL","up"
"TRINITY_DN54020_c0_g1_i2",2.339299671,-0.982088279,2.997872448,0.083373936,0.20790087,"T1_vs_CTL","up"
"TRINITY_DN55023_c0_g1_i1",1.242950552,-0.248233351,2.995631544,0.083489354,0.208064716,"T1_vs_CTL","up"
"TRINITY_DN489_c0_g1_i1",1.462391573,-1.08660174,2.99416639,0.08356491,0.208129087,"T1_vs_CTL","up"
